teste;teste;teste;teste;teste;teste;teste;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:36:57;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:00;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:04;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:06;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:09;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:12;22/04/2021 18:16:54;
7891033730735;NSPA SAB LIQ CPO AMEIXA NEGRA 200ml;73073;00001;00452;;01/04/2021 08:37:15;22/04/2021 18:16:54;
7891033824755;BOTICOLL PORTINARI DES COL 100ml V4;82475;00001;00300;;01/04/2021 08:33:32;22/04/2021 18:16:54;
7891033824755;BOTICOLL PORTINARI DES COL 100ml V4;82475;00001;00300;;01/04/2021 08:33:36;22/04/2021 18:16:54;
7891033824755;BOTICOLL PORTINARI DES COL 100ml V4;82475;00001;00300;;01/04/2021 08:33:42;22/04/2021 18:16:54;
7891033704910;ARBO OCEAN DES COL 100ml;70491;00001;00300;;01/04/2021 08:33:55;22/04/2021 18:16:54;
7891033704910;ARBO OCEAN DES COL 100ml;70491;00001;00300;;01/04/2021 08:34:01;22/04/2021 18:16:54;
7891033282319;ARBO DES COL LIBERTE 100ml;28231;00001;00300;;01/04/2021 08:34:19;22/04/2021 18:16:54;
7891033282319;ARBO DES COL LIBERTE 100ml;28231;00001;00300;;01/04/2021 08:34:24;22/04/2021 18:16:54;
7891033759064;ARBO DES COL RESERVA 100ml;75906;00001;00300;;01/04/2021 08:34:44;22/04/2021 18:16:54;
7891033759064;ARBO DES COL RESERVA 100ml;75906;00001;00300;;01/04/2021 08:35:03;22/04/2021 18:16:54;
7891033759064;ARBO DES COL RESERVA 100ml;75906;00001;00300;;01/04/2021 08:35:24;22/04/2021 18:16:54;
7891033114948;ARBO DES COL 100ml V2;11494;00001;00300;;01/04/2021 08:35:39;22/04/2021 18:16:54;
7891033114948;ARBO DES COL 100ml V2;11494;00001;00300;;01/04/2021 08:35:43;22/04/2021 18:16:54;
7891033114948;ARBO DES COL 100ml V2;11494;00001;00300;;01/04/2021 08:35:47;22/04/2021 18:16:54;
7891033114948;ARBO DES COL 100ml V2;11494;00001;00300;;01/04/2021 08:35:52;22/04/2021 18:16:54;
7891033441686;CARTUCHO INST C/VISOR LACO VERDE;44168;00001;00399;;01/04/2021 08:47:01;22/04/2021 18:16:54;
7891033252978;GLAMOUR MYRIAD DES COLONIA 75 ml;25297;00001;00399;;01/04/2021 08:46:50;22/04/2021 18:16:54;
7891033757329;NSPA CR HID ANT COLO/PESC/BRAC QUIN 200g;75732;00001;00399;;01/04/2021 08:46:53;22/04/2021 18:16:54;
7891033775132;LILY BRUMA DES HID CPO 200ml;77513;00001;00399;;01/04/2021 08:47:10;22/04/2021 18:16:54;
7891033747191;LILY EDP VALVULA 75ml;74719;00001;00399;;01/04/2021 08:47:14;22/04/2021 18:16:54;
7891033711062;MALBEC DES COL PLAY 50ml;71106;00001;00310;;01/04/2021 08:40:36;22/04/2021 18:16:54;
7891033711062;MALBEC DES COL PLAY 50ml;71106;00001;00310;;01/04/2021 08:40:40;22/04/2021 18:16:54;
7891033711062;MALBEC DES COL PLAY 50ml;71106;00001;00310;;01/04/2021 08:40:46;22/04/2021 18:16:54;
7891033758258;MALBEC DES ANTIT AER 75g/125ml V9;75825;00001;00310;;01/04/2021 08:40:50;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00310;;01/04/2021 08:40:55;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00310;;01/04/2021 08:41:00;22/04/2021 18:16:54;
7891033831890;MALBEC DES BDY SPR BLEU 100ml PCK];83189;00001;00310;;01/04/2021 08:41:07;22/04/2021 18:16:54;
7891033831890;MALBEC DES BDY SPR BLEU 100ml PCK];83189;00001;00310;;01/04/2021 08:41:10;22/04/2021 18:16:54;
7891033831883;MALBEC DES COL BLEU 100ml;83188;00001;00310;;01/04/2021 08:41:15;22/04/2021 18:16:54;
7891033831883;MALBEC DES COL BLEU 100ml;83188;00001;00310;;01/04/2021 08:41:24;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:38:33;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:38:36;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:38:39;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:39:02;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:39:30;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:39:35;22/04/2021 18:16:54;
7891033804160;CBEM SAB BARRA DELEITE 2x80g V2;80416;00001;00443;;01/04/2021 08:39:38;22/04/2021 18:16:54;
7891033804238;CBEM SAB BARRA DELEITE 5x80g V2;80423;00001;00443;;01/04/2021 08:39:40;22/04/2021 18:16:54;
7891033804238;CBEM SAB BARRA DELEITE 5x80g V2;80423;00001;00443;;01/04/2021 08:39:43;22/04/2021 18:16:54;
7891033804238;CBEM SAB BARRA DELEITE 5x80g V2;80423;00001;00443;;01/04/2021 08:39:46;22/04/2021 18:16:54;
7891033804238;CBEM SAB BARRA DELEITE 5x80g V2;80423;00001;00443;;01/04/2021 08:39:48;22/04/2021 18:16:54;
7891033804238;CBEM SAB BARRA DELEITE 5x80g V2;80423;00001;00443;;01/04/2021 08:39:51;22/04/2021 18:16:54;
7891033804139;CBEM SAB BARRA LAVAND 2x80g V2;80413;00001;00444;;01/04/2021 08:40:28;22/04/2021 18:16:54;
7891033804139;CBEM SAB BARRA LAVAND 2x80g V2;80413;00001;00444;;01/04/2021 08:40:32;22/04/2021 18:16:54;
7891033804139;CBEM SAB BARRA LAVAND 2x80g V2;80413;00001;00444;;01/04/2021 08:40:35;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:40;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:44;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:47;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:50;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:54;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:57;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:40:59;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:02;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:06;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:09;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:12;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:16;22/04/2021 18:16:54;
7891033804122;CBEM SAB BARRA L/MEL 2x80g V6;80412;00001;00444;;01/04/2021 08:41:17;22/04/2021 18:16:54;
7891033804214;CBEM SAB BARRA NUVEM 5x80g V3;80421;00001;00445;;01/04/2021 08:41:58;22/04/2021 18:16:54;
7891033804214;CBEM SAB BARRA NUVEM 5x80g V3;80421;00001;00445;;01/04/2021 08:42:01;22/04/2021 18:16:54;
7891033804214;CBEM SAB BARRA NUVEM 5x80g V3;80421;00001;00445;;01/04/2021 08:42:04;22/04/2021 18:16:54;
7891033804214;CBEM SAB BARRA NUVEM 5x80g V3;80421;00001;00445;;01/04/2021 08:42:08;22/04/2021 18:16:54;
7891033776948;CBEM SAB BARRA BEIJINHO 2x80g;77694;00001;00445;;01/04/2021 08:43:02;22/04/2021 18:16:54;
7891033776948;CBEM SAB BARRA BEIJINHO 2x80g;77694;00001;00445;;01/04/2021 08:43:05;22/04/2021 18:16:54;
7891033776948;CBEM SAB BARRA BEIJINHO 2x80g;77694;00001;00445;;01/04/2021 08:43:09;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:17;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:20;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:23;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:25;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:27;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:30;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:42;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:46;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:49;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:53;22/04/2021 18:16:54;
7891033804146;CBEM SAB BARRA NUVEM 2x80g V3;80414;00001;00445;;01/04/2021 08:42:57;22/04/2021 18:16:54;
7891033776955;CBEM SAB BARRA BEIJINHO 5x80g;77695;00001;00445;;01/04/2021 08:43:13;22/04/2021 18:16:54;
7891033776955;CBEM SAB BARRA BEIJINHO 5x80g;77695;00001;00445;;01/04/2021 08:43:14;22/04/2021 18:16:54;
7891033711864;NSPA LOC HID DES CPO AMEI 400ml V5;71186;00001;00228;;01/04/2021 08:40:48;22/04/2021 18:16:54;
7891033711864;NSPA LOC HID DES CPO AMEI 400ml V5;71186;00001;00228;;01/04/2021 08:40:49;22/04/2021 18:16:54;
7891033711864;NSPA LOC HID DES CPO AMEI 400ml V5;71186;00001;00228;;01/04/2021 08:40:51;22/04/2021 18:16:54;
7891033711918;NSPA LOC HID DES CPO AMEI 200ml V2;71191;00001;00228;;01/04/2021 08:40:53;22/04/2021 18:16:54;
7891033711918;NSPA LOC HID DES CPO AMEI 200ml V2;71191;00001;00228;;01/04/2021 08:40:54;22/04/2021 18:16:54;
7891033711918;NSPA LOC HID DES CPO AMEI 200ml V2;71191;00001;00228;;01/04/2021 08:40:56;22/04/2021 18:16:54;
7891033711918;NSPA LOC HID DES CPO AMEI 200ml V2;71191;00001;00228;;01/04/2021 08:40:57;22/04/2021 18:16:54;
7891033711918;NSPA LOC HID DES CPO AMEI 200ml V2;71191;00001;00228;;01/04/2021 08:40:59;22/04/2021 18:16:54;
7891033711703;NSPA CREM HID DES MAOS AMEI 75g V4;71170;00001;00228;;01/04/2021 08:41:03;22/04/2021 18:16:54;
7891033711703;NSPA CREM HID DES MAOS AMEI 75g V4;71170;00001;00228;;01/04/2021 08:41:05;22/04/2021 18:16:54;
7891033711703;NSPA CREM HID DES MAOS AMEI 75g V4;71170;00001;00228;;01/04/2021 08:41:06;22/04/2021 18:16:54;
7891033711703;NSPA CREM HID DES MAOS AMEI 75g V4;71170;00001;00228;;01/04/2021 08:41:07;22/04/2021 18:16:54;
7891033711703;NSPA CREM HID DES MAOS AMEI 75g V4;71170;00001;00228;;01/04/2021 08:41:09;22/04/2021 18:16:54;
7891033722464;NSPA DES COL BDY SPLSH AMEI 200ml;72246;00001;00228;;01/04/2021 08:41:11;22/04/2021 18:16:54;
7891033722464;NSPA DES COL BDY SPLSH AMEI 200ml;72246;00001;00228;;01/04/2021 08:41:14;22/04/2021 18:16:54;
7891033722464;NSPA DES COL BDY SPLSH AMEI 200ml;72246;00001;00228;;01/04/2021 08:41:18;22/04/2021 18:16:54;
7891033831067;NSPA OL DES HID CPO AMEI 200ml V2;83106;00001;00228;;01/04/2021 08:41:21;22/04/2021 18:16:54;
7891033831067;NSPA OL DES HID CPO AMEI 200ml V2;83106;00001;00228;;01/04/2021 08:41:22;22/04/2021 18:16:54;
7891033831067;NSPA OL DES HID CPO AMEI 200ml V2;83106;00001;00228;;01/04/2021 08:41:23;22/04/2021 18:16:54;
7891033770434;NSPA SHAMP VITAL/PROR ROSE 300ml;77043;00001;00228;;01/04/2021 08:41:25;22/04/2021 18:16:54;
7891033770434;NSPA SHAMP VITAL/PROR ROSE 300ml;77043;00001;00228;;01/04/2021 08:41:27;22/04/2021 18:16:54;
7891033770434;NSPA SHAMP VITAL/PROR ROSE 300ml;77043;00001;00228;;01/04/2021 08:41:28;22/04/2021 18:16:54;
7891033770434;NSPA SHAMP VITAL/PROR ROSE 300ml;77043;00001;00228;;01/04/2021 08:41:30;22/04/2021 18:16:54;
7891033770441;NSPA COND VITAL/PROT ROSE 300ml;77044;00001;00228;;01/04/2021 08:41:32;22/04/2021 18:16:54;
7891033770441;NSPA COND VITAL/PROT ROSE 300ml;77044;00001;00228;;01/04/2021 08:41:34;22/04/2021 18:16:54;
7891033730001;ESTJ EGEO DOLCE REG 18;73000;00001;00398;;01/04/2021 08:54:08;22/04/2021 18:16:54;
7891033730094;CBEM LOC HID DES LAVANDINHA 200ml;73009;00001;00442;;01/04/2021 08:44:14;22/04/2021 18:16:54;
7891033730094;CBEM LOC HID DES LAVANDINHA 200ml;73009;00001;00442;;01/04/2021 08:44:18;22/04/2021 18:16:54;
7891033730148;CBEM DES COL BDY SPLSH LAVANDINHA 200ml;73014;00001;00442;;01/04/2021 08:44:22;22/04/2021 18:16:54;
7891033730148;CBEM DES COL BDY SPLSH LAVANDINHA 200ml;73014;00001;00442;;01/04/2021 08:44:25;22/04/2021 18:16:54;
7891033283774;CUIDE BEM DESODORANTE CREME S/PERF 80g;28377;00001;00442;;01/04/2021 08:44:28;22/04/2021 18:16:54;
7891033283774;CUIDE BEM DESODORANTE CREME S/PERF 80g;28377;00001;00442;;01/04/2021 08:44:30;22/04/2021 18:16:54;
7891033283774;CUIDE BEM DESODORANTE CREME S/PERF 80g;28377;00001;00442;;01/04/2021 08:44:33;22/04/2021 18:16:54;
7891033283774;CUIDE BEM DESODORANTE CREME S/PERF 80g;28377;00001;00442;;01/04/2021 08:44:36;22/04/2021 18:16:54;
7891033283446;CUIDE-SE BEM LOCAO H DES CPO FL/M 200ml;28344;00001;00442;;01/04/2021 08:44:41;22/04/2021 18:16:54;
7891033283446;CUIDE-SE BEM LOCAO H DES CPO FL/M 200ml;28344;00001;00442;;01/04/2021 08:44:44;22/04/2021 18:16:54;
7891033297672;CUIDE SE BEM LOCAO H D/CPO F/M 400ml V6;29767;00001;00442;;01/04/2021 08:44:47;22/04/2021 18:16:54;
7891033297672;CUIDE SE BEM LOCAO H D/CPO F/M 400ml V6;29767;00001;00442;;01/04/2021 08:44:50;22/04/2021 18:16:54;
7891033297672;CUIDE SE BEM LOCAO H D/CPO F/M 400ml V6;29767;00001;00442;;01/04/2021 08:44:53;22/04/2021 18:16:54;
7891033813445;NSPA COND NUTR CERT ORG 300ml;81344;00001;00229;;01/04/2021 08:43:10;22/04/2021 18:16:54;
7891033813438;NSPA SHAMP NUTR CERT ORG 300ml;81343;00001;00229;;01/04/2021 08:43:12;22/04/2021 18:16:54;
7891033813377;NSPA LOC NUTR CPO CERT ORG 400ml;81337;00001;00229;;01/04/2021 08:43:15;22/04/2021 18:16:54;
7891033759712;NSPA LOC DES REVIT CPO ROSE 400ml;75971;00001;00229;;01/04/2021 08:43:34;22/04/2021 18:16:54;
7891033759750;NSPA OLEO PREC CPO MULTIBEN ROSE 50ml;75975;00001;00229;;01/04/2021 08:43:36;22/04/2021 18:16:54;
7891033759750;NSPA OLEO PREC CPO MULTIBEN ROSE 50ml;75975;00001;00229;;01/04/2021 08:43:38;22/04/2021 18:16:54;
7891033759750;NSPA OLEO PREC CPO MULTIBEN ROSE 50ml;75975;00001;00229;;01/04/2021 08:43:40;22/04/2021 18:16:54;
7891033759859;NSPA DES COL BDY SPLSH ROSE 200ml;75985;00001;00229;;01/04/2021 08:43:17;22/04/2021 18:16:54;
7891033759859;NSPA DES COL BDY SPLSH ROSE 200ml;75985;00001;00229;;01/04/2021 08:43:19;22/04/2021 18:16:54;
7891033759729;NSPA LOC DES REVIT CPO ROSE 200ml;75972;00001;00229;;01/04/2021 08:43:23;22/04/2021 18:16:54;
7891033759729;NSPA LOC DES REVIT CPO ROSE 200ml;75972;00001;00229;;01/04/2021 08:43:24;22/04/2021 18:16:54;
7891033759729;NSPA LOC DES REVIT CPO ROSE 200ml;75972;00001;00229;;01/04/2021 08:43:26;22/04/2021 18:16:54;
7891033759729;NSPA LOC DES REVIT CPO ROSE 200ml;75972;00001;00229;;01/04/2021 08:43:27;22/04/2021 18:16:54;
7891033759729;NSPA LOC DES REVIT CPO ROSE 200ml;75972;00001;00229;;01/04/2021 08:43:28;22/04/2021 18:16:54;
7891033795642;BOTICOLL STYLETTO DES ANTIT AER 75g;79564;00001;00301;;01/04/2021 08:41:58;22/04/2021 18:16:54;
7891033795642;BOTICOLL STYLETTO DES ANTIT AER 75g;79564;00001;00301;;01/04/2021 08:42:01;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00301;;01/04/2021 08:43:39;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00301;;01/04/2021 08:43:43;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00301;;01/04/2021 08:43:47;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00301;;01/04/2021 08:43:50;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00301;;01/04/2021 08:42:07;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00301;;01/04/2021 08:42:11;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00301;;01/04/2021 08:42:15;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00301;;01/04/2021 08:42:18;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00301;;01/04/2021 08:42:23;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00301;;01/04/2021 08:42:59;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00301;;01/04/2021 08:43:02;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00301;;01/04/2021 08:43:05;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00301;;01/04/2021 08:43:09;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00301;;01/04/2021 08:43:13;22/04/2021 18:16:54;
7891033795659;BOTICOLL HORIZONTE DES ANTIT AER 75g;79565;00001;00301;;01/04/2021 08:44:09;22/04/2021 18:16:54;
7891033795659;BOTICOLL HORIZONTE DES ANTIT AER 75g;79565;00001;00301;;01/04/2021 08:44:11;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00301;;01/04/2021 08:44:17;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00301;;01/04/2021 08:44:21;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00301;;01/04/2021 08:44:24;22/04/2021 18:16:54;
7891033831098;NSPA OL DES HID CPO AMEI/NEG 200ml V2;83109;00001;00230;;01/04/2021 08:44:28;22/04/2021 18:16:54;
7891033831098;NSPA OL DES HID CPO AMEI/NEG 200ml V2;83109;00001;00230;;01/04/2021 08:44:29;22/04/2021 18:16:54;
7891033831098;NSPA OL DES HID CPO AMEI/NEG 200ml V2;83109;00001;00230;;01/04/2021 08:44:31;22/04/2021 18:16:54;
7891033729319;NSPA DES COL BDY SPLSH AMEI NEGRA 200ml;72931;00001;00230;;01/04/2021 08:44:32;22/04/2021 18:16:54;
7891033729319;NSPA DES COL BDY SPLSH AMEI NEGRA 200ml;72931;00001;00230;;01/04/2021 08:44:34;22/04/2021 18:16:54;
7891033729319;NSPA DES COL BDY SPLSH AMEI NEGRA 200ml;72931;00001;00230;;01/04/2021 08:44:36;22/04/2021 18:16:54;
7891033737123;NSPA LOC HID DES CPO AMEIXA NEGRA 400ml;73712;00001;00230;;01/04/2021 08:44:54;22/04/2021 18:16:54;
7891033729289;NSPA LOC HID DES CPO AMEIXA NEGRA 200ml;72928;00001;00230;;01/04/2021 08:44:49;22/04/2021 18:16:54;
7891033729289;NSPA LOC HID DES CPO AMEIXA NEGRA 200ml;72928;00001;00230;;01/04/2021 08:44:48;22/04/2021 18:16:54;
7891033729319;NSPA DES COL BDY SPLSH AMEI NEGRA 200ml;72931;00001;00230;;01/04/2021 08:44:37;22/04/2021 18:16:54;
7891033729289;NSPA LOC HID DES CPO AMEIXA NEGRA 200ml;72928;00001;00230;;01/04/2021 08:44:51;22/04/2021 18:16:54;
7891033729289;NSPA LOC HID DES CPO AMEIXA NEGRA 200ml;72928;00001;00230;;01/04/2021 08:44:53;22/04/2021 18:16:54;
7891033729302;NSPA CREM DES P/MAOS AMEIXA NEGRA 75g;72930;00001;00230;;01/04/2021 08:44:39;22/04/2021 18:16:54;
7891033729302;NSPA CREM DES P/MAOS AMEIXA NEGRA 75g;72930;00001;00230;;01/04/2021 08:44:41;22/04/2021 18:16:54;
7891033729302;NSPA CREM DES P/MAOS AMEIXA NEGRA 75g;72930;00001;00230;;01/04/2021 08:44:43;22/04/2021 18:16:54;
7891033729302;NSPA CREM DES P/MAOS AMEIXA NEGRA 75g;72930;00001;00230;;01/04/2021 08:44:44;22/04/2021 18:16:54;
7891033729302;NSPA CREM DES P/MAOS AMEIXA NEGRA 75g;72930;00001;00230;;01/04/2021 08:44:46;22/04/2021 18:16:54;
7891033729999;ESTJ FLORATTA ROSE REG 18;72999;00001;00395;;01/04/2021 08:55:39;22/04/2021 18:16:54;
7891033779864;DREAM DES COL AMOR NO AR 350ml;77986;00001;00395;;01/04/2021 08:55:56;22/04/2021 18:16:54;
7891033779864;DREAM DES COL AMOR NO AR 350ml;77986;00001;00395;;01/04/2021 08:56:00;22/04/2021 18:16:54;
7891033720279;CAPRICHO DES COL DAY E NIGHT 100ml V4;72027;00001;00395;;01/04/2021 08:56:19;22/04/2021 18:16:54;
7891033720507;CAPRICHO DES COL 50ml;72050;00001;00395;;01/04/2021 08:56:27;22/04/2021 18:16:54;
7891033720507;CAPRICHO DES COL 50ml;72050;00001;00395;;01/04/2021 08:56:33;22/04/2021 18:16:54;
7891033720507;CAPRICHO DES COL 50ml;72050;00001;00395;;01/04/2021 08:56:38;22/04/2021 18:16:54;
7891033701193;CUIDE SE BEM CREME MAOS HID DES NUV 50g;70119;00001;00441;;01/04/2021 08:45:23;22/04/2021 18:16:54;
7891033701193;CUIDE SE BEM CREME MAOS HID DES NUV 50g;70119;00001;00441;;01/04/2021 08:45:25;22/04/2021 18:16:54;
7891033701193;CUIDE SE BEM CREME MAOS HID DES NUV 50g;70119;00001;00441;;01/04/2021 08:45:28;22/04/2021 18:16:54;
7891033701162;CUIDE SE BEM LOCAO H DES CPO NUVEM 400ml;70116;00001;00441;;01/04/2021 08:45:31;22/04/2021 18:16:54;
7891033701162;CUIDE SE BEM LOCAO H DES CPO NUVEM 400ml;70116;00001;00441;;01/04/2021 08:45:33;22/04/2021 18:16:54;
7891033701162;CUIDE SE BEM LOCAO H DES CPO NUVEM 400ml;70116;00001;00441;;01/04/2021 08:45:37;22/04/2021 18:16:54;
7891033701162;CUIDE SE BEM LOCAO H DES CPO NUVEM 400ml;70116;00001;00441;;01/04/2021 08:45:40;22/04/2021 18:16:54;
7891033701162;CUIDE SE BEM LOCAO H DES CPO NUVEM 400ml;70116;00001;00441;;01/04/2021 08:45:46;22/04/2021 18:16:54;
7891033707027;CBEM DES COL SPRAY CPO NUVEM 200ml;70702;00001;00441;;01/04/2021 08:45:53;22/04/2021 18:16:54;
7891033834730;CBEM SAB LIQ MAOS ANTBAC NUVEM 150ml;83473;00001;00441;;01/04/2021 08:45:57;22/04/2021 18:16:54;
7891033834730;CBEM SAB LIQ MAOS ANTBAC NUVEM 150ml;83473;00001;00441;;01/04/2021 08:46:00;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:04;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:07;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:10;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:16;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:18;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:22;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:25;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:29;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:32;22/04/2021 18:16:54;
7891033701179;CUIDE SE BEM LOCAO H DES CPO NUVEM 200ml;70117;00001;00441;;01/04/2021 08:46:35;22/04/2021 18:16:54;
7891033710072;CBEM DES ANT AER NUVEM 75g/125ml;71007;00001;00441;;01/04/2021 08:46:53;22/04/2021 18:16:54;
7891033710072;CBEM DES ANT AER NUVEM 75g/125ml;71007;00001;00441;;01/04/2021 08:46:58;22/04/2021 18:16:54;
